"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.658188160E-1,8.374879509E-2,3.589234054E-1,9.732806206E0,9.739782159E0
7.681794410E-1,7.417750359E-2,3.349951804E-1,9.754341125E0,9.760373705E0
7.705401180E-1,6.939185411E-2,3.541377485E-1,9.754341125E0,9.761014269E0
7.729007950E-1,6.699903309E-2,3.373879790E-1,9.761520386E0,9.767579012E0
7.752614200E-1,5.742774159E-2,3.565305769E-1,9.737591743E0,9.744285759E0
7.776220970E-1,8.135596663E-2,3.469592929E-1,9.744770050E0,9.751284165E0
7.799827220E-1,7.657032460E-2,3.421736360E-1,9.735198975E0,9.741511427E0
7.823433990E-1,6.939185411E-2,3.397808075E-1,9.737591743E0,9.743765144E0
7.847040240E-1,7.657032460E-2,3.349951804E-1,9.723235130E0,9.729305535E0
7.870647010E-1,7.657032460E-2,3.541377485E-1,9.735198975E0,9.741939008E0
7.894253260E-1,5.982056633E-2,3.302095234E-1,9.737591743E0,9.743372609E0
7.917860040E-1,8.374879509E-2,3.397808075E-1,9.735198975E0,9.741486741E0
7.941466810E-1,9.092725813E-2,3.637090325E-1,9.742377281E0,9.749588049E0
7.965073060E-1,7.178468257E-2,3.637090325E-1,9.728020668E0,9.735082096E0
7.988679830E-1,7.657032460E-2,3.469592929E-1,9.744770050E0,9.751245412E0
8.012286080E-1,6.939185411E-2,3.302095234E-1,9.720842361E0,9.726696756E0
8.035892330E-1,7.417750359E-2,3.349951804E-1,9.732806206E0,9.738852125E0
8.059499100E-1,6.939185411E-2,3.469592929E-1,9.728020668E0,9.734453354E0
8.083105870E-1,6.221338734E-2,3.541377485E-1,9.739984512E0,9.746619022E0
8.106712120E-1,4.307080805E-2,3.373879790E-1,9.737591743E0,9.743530095E0
8.130318890E-1,7.417750359E-2,3.397808075E-1,9.730413437E0,9.736626672E0
8.153925660E-1,6.460621208E-2,3.541377485E-1,9.735198975E0,9.741852318E0
8.177531910E-1,6.939185411E-2,3.469592929E-1,9.730413437E0,9.736844542E0
8.201138680E-1,3.349951655E-2,3.397808075E-1,9.735198975E0,9.741184337E0
8.224744930E-1,4.785645381E-2,3.278166950E-1,9.744770050E0,9.750399856E0
8.248351700E-1,6.460621208E-2,3.230310678E-1,9.725627899E0,9.731205530E0
8.271957430E-1,6.460621208E-2,3.182454109E-1,9.723235130E0,9.728656408E0
8.295564720E-1,6.221338734E-2,3.373879790E-1,9.749555588E0,9.755589952E0
8.319170970E-1,5.503492057E-2,3.469592929E-1,9.725627899E0,9.731970388E0
8.342777740E-1,7.178468257E-2,3.613162339E-1,9.735198975E0,9.742166162E0
8.366384510E-1,8.374879509E-2,3.565305769E-1,9.732806206E0,9.739694274E0
8.389990760E-1,6.460621208E-2,3.541377485E-1,9.749555588E0,9.756199140E0
8.413597540E-1,5.742774159E-2,3.278166950E-1,9.742377281E0,9.748060157E0
8.437203790E-1,5.742774159E-2,3.421736360E-1,9.730413437E0,9.736597270E0
8.460810560E-1,5.503492057E-2,3.541377485E-1,9.718449593E0,9.725055520E0
8.484416810E-1,5.982056633E-2,3.349951804E-1,9.728020668E0,9.733970741E0
8.508023580E-1,5.982056633E-2,3.517449200E-1,9.749555588E0,9.756082059E0
8.531630350E-1,7.417750359E-2,3.445664644E-1,9.744770050E0,9.751142070E0
8.555236600E-1,6.221338734E-2,3.397808075E-1,9.728020668E0,9.734151613E0
8.578842850E-1,7.417750359E-2,3.086741269E-1,9.744770050E0,9.749939761E0
8.602449620E-1,8.374879509E-2,3.445664644E-1,9.742377281E0,9.748828391E0
8.626056390E-1,7.178468257E-2,3.421736360E-1,9.737591743E0,9.743866214E0
8.649662640E-1,5.264209956E-2,3.637090325E-1,9.730413437E0,9.737350826E0
8.673269410E-1,7.896314561E-2,3.517449200E-1,9.728020668E0,9.734698033E0
8.696875660E-1,5.982056633E-2,3.373879790E-1,9.737591743E0,9.743618533E0
8.720482430E-1,8.614161611E-2,3.469592929E-1,9.742377281E0,9.748934107E0
8.744088680E-1,7.417750359E-2,3.373879790E-1,9.730413437E0,9.736543463E0
8.767695450E-1,6.460621208E-2,3.493520916E-1,9.735198975E0,9.741679523E0
8.791301700E-1,6.699903309E-2,3.469592929E-1,9.728020668E0,9.734436591E0
8.814908470E-1,7.417750359E-2,3.589234054E-1,9.739984512E0,9.746877788E0
8.838515240E-1,5.503492057E-2,3.445664644E-1,9.744770050E0,9.751015240E0
8.862121490E-1,7.417750359E-2,3.278166950E-1,9.754341125E0,9.760129962E0
8.885728260E-1,8.853443712E-2,3.254238665E-1,9.713663101E0,9.719515928E0
8.909334510E-1,6.221338734E-2,3.493520916E-1,9.732806206E0,9.739272767E0
8.932941290E-1,5.264209956E-2,3.349951804E-1,9.723235130E0,9.729146641E0
8.956547540E-1,6.460621208E-2,3.661018610E-1,9.756733894E0,9.763813846E0
8.980154310E-1,6.699903309E-2,3.780659735E-1,9.739984512E0,9.747549490E0
9.003760560E-1,7.657032460E-2,3.708875179E-1,9.749555588E0,9.756908051E0
9.027367330E-1,6.939185411E-2,3.326023519E-1,9.735198975E0,9.741126148E0
9.050974100E-1,6.460621208E-2,3.780659735E-1,9.718449593E0,9.726015131E0
9.074580350E-1,6.939185411E-2,3.373879790E-1,9.723235130E0,9.729334370E0
9.098187120E-1,6.460621208E-2,3.469592929E-1,9.725627899E0,9.732029220E0
9.121793370E-1,5.742774159E-2,3.469592929E-1,9.728020668E0,9.734375420E0
9.145400140E-1,9.092725813E-2,3.349951804E-1,9.742377281E0,9.748559105E0
9.169006390E-1,7.896314561E-2,3.589234054E-1,9.716055870E0,9.723003798E0
9.192613160E-1,5.742774159E-2,3.278166950E-1,9.747162819E0,9.752842906E0
9.216219410E-1,4.785645381E-2,3.421736360E-1,9.720842361E0,9.726980480E0
9.239826180E-1,7.178468257E-2,3.541377485E-1,9.751948357E0,9.758640445E0
9.263432950E-1,6.939185411E-2,3.326023519E-1,9.739984512E0,9.745908775E0
9.287039200E-1,6.460621208E-2,3.349951804E-1,9.742377281E0,9.748349133E0
9.310645970E-1,4.785645381E-2,3.373879790E-1,9.720842361E0,9.726813307E0
9.334252220E-1,6.939185411E-2,3.493520916E-1,9.751948357E0,9.758450638E0
9.357858990E-1,6.699903309E-2,3.493520916E-1,9.737591743E0,9.744086859E0
9.381465240E-1,5.982056633E-2,3.565305769E-1,9.751948357E0,9.758646899E0
9.405072010E-1,7.657032460E-2,3.373879790E-1,9.744770050E0,9.750909547E0
9.428678260E-1,7.417750359E-2,3.565305769E-1,9.713663101E0,9.720486984E0
9.452285040E-1,1.004985496E-1,3.421736360E-1,9.739984512E0,9.746511225E0
9.475891290E-1,6.460621208E-2,3.134597540E-1,9.747162819E0,9.752415803E0
9.499498060E-1,9.332008660E-2,3.302095234E-1,9.713663101E0,9.719722106E0
9.523104830E-1,3.828516230E-2,3.421736360E-1,9.728020668E0,9.734111910E0
9.546711080E-1,7.417750359E-2,3.469592929E-1,9.723235130E0,9.729706288E0
9.570317850E-1,6.221338734E-2,3.469592929E-1,9.716055870E0,9.722447888E0
9.593924100E-1,6.939185411E-2,3.613162339E-1,9.728020668E0,9.734975643E0
9.617530870E-1,9.092725813E-2,3.445664644E-1,9.761520386E0,9.768023037E0
9.641137120E-1,6.699903309E-2,3.326023519E-1,9.751948357E0,9.757848633E0
9.664743890E-1,5.024927482E-2,3.326023519E-1,9.735198975E0,9.741008592E0
9.688350140E-1,6.939185411E-2,3.613162339E-1,9.728020668E0,9.734975643E0
9.711956910E-1,5.264209956E-2,3.469592929E-1,9.739984512E0,9.746304440E0
9.735563160E-1,5.982056633E-2,3.613162339E-1,9.735198975E0,9.742085352E0
9.759169930E-1,4.067798331E-2,3.278166950E-1,9.737591743E0,9.743193083E0
9.782776700E-1,3.589234129E-2,3.206382394E-1,9.730413437E0,9.735761028E0
9.806382950E-1,4.546362907E-2,3.302095234E-1,9.728020668E0,9.733729572E0
9.829989720E-1,5.264209956E-2,3.445664644E-1,9.723235130E0,9.729480903E0
9.853595970E-1,7.178468257E-2,3.493520916E-1,9.732806206E0,9.739338610E0
9.877202740E-1,5.024927482E-2,3.541377485E-1,9.728020668E0,9.734594221E0
9.900808470E-1,8.135596663E-2,3.684946895E-1,9.728020668E0,9.735337346E0
9.924415760E-1,5.264209956E-2,3.613162339E-1,9.730413437E0,9.737261744E0
9.948022010E-1,6.939185411E-2,3.349951804E-1,9.737591743E0,9.743599436E0
9.971628790E-1,5.264209956E-2,3.349951804E-1,9.737591743E0,9.743494544E0
9.995235040E-1,7.417750359E-2,3.302095234E-1,9.720842361E0,9.726732074E0
1.001884181E0,4.785645381E-2,3.541377485E-1,9.725627899E0,9.732191008E0
1.004244858E0,5.264209956E-2,3.326023519E-1,9.735198975E0,9.741021229E0
1.006605483E0,7.417750359E-2,3.302095234E-1,9.747162819E0,9.753036637E0
1.008966160E0,8.135596663E-2,3.326023519E-1,9.737591743E0,9.743610013E0
1.011326785E0,6.460621208E-2,3.086741269E-1,9.725627899E0,9.730739525E0
1.013687462E0,3.589234129E-2,3.302095234E-1,9.742377281E0,9.748037837E0
1.016048087E0,8.853443712E-2,3.302095234E-1,9.730413437E0,9.736417325E0
1.018408764E0,7.178468257E-2,3.326023519E-1,9.737591743E0,9.743534796E0
1.020769389E0,9.092725813E-2,3.613162339E-1,9.725627899E0,9.732761952E0
1.023130066E0,7.657032460E-2,3.613162339E-1,9.742377281E0,9.749375751E0
1.025490743E0,9.092725813E-2,3.493520916E-1,9.725627899E0,9.732325143E0
1.027851368E0,6.460621208E-2,3.421736360E-1,9.732806206E0,9.739033494E0
1.030212045E0,5.982056633E-2,3.397808075E-1,9.730413437E0,9.736527880E0
1.032572670E0,7.417750359E-2,3.445664644E-1,9.723235130E0,9.729621254E0
1.034933347E0,5.742774159E-2,3.206382394E-1,9.737591743E0,9.743038530E0
1.037293972E0,9.092725813E-2,3.230310678E-1,9.747162819E0,9.752938011E0
1.039654649E0,5.742774159E-2,3.182454109E-1,9.728020668E0,9.733394280E0
1.042015274E0,6.221338734E-2,3.541377485E-1,9.751948357E0,9.758574732E0
1.044375951E0,5.742774159E-2,3.230310678E-1,9.749555588E0,9.755074637E0
1.046736576E0,6.221338734E-2,3.206382394E-1,9.737591743E0,9.743067913E0
1.049097254E0,5.264209956E-2,3.397808075E-1,9.749555588E0,9.755616656E0
1.051457931E0,5.264209956E-2,3.517449200E-1,9.742377281E0,9.748867153E0
1.053818556E0,6.221338734E-2,3.493520916E-1,9.749555588E0,9.756011047E0
1.056179233E0,6.460621208E-2,3.517449200E-1,9.739984512E0,9.746547940E0
1.058539858E0,7.178468257E-2,3.493520916E-1,9.732806206E0,9.739338610E0
1.060900535E0,7.178468257E-2,3.589234054E-1,9.737591743E0,9.744468791E0
1.063261108E0,7.178468257E-2,3.302095234E-1,9.735198975E0,9.741062080E0
1.065621837E0,5.742774159E-2,3.206382394E-1,9.730413437E0,9.735864239E0
1.067982462E0,7.417750359E-2,3.349951804E-1,9.732806206E0,9.738852125E0
1.070343139E0,6.221338734E-2,3.421736360E-1,9.739984512E0,9.746191646E0
1.072703764E0,8.374879509E-2,3.493520916E-1,9.732806206E0,9.739434141E0
1.075064441E0,9.332008660E-2,3.373879790E-1,9.725627899E0,9.731925674E0
1.077425118E0,5.024927482E-2,3.541377485E-1,9.728020668E0,9.734594221E0
1.079785743E0,6.939185411E-2,3.565305769E-1,9.735198975E0,9.741972509E0
1.082146420E0,6.460621208E-2,3.493520916E-1,9.730413437E0,9.736897170E0
1.084507045E0,5.503492057E-2,3.637090325E-1,9.725627899E0,9.732581936E0
1.086867722E0,6.699903309E-2,3.230310678E-1,9.730413437E0,9.736004498E0
1.089228347E0,6.221338734E-2,3.421736360E-1,9.735198975E0,9.741409158E0
1.091589024E0,7.417750359E-2,3.756731451E-1,9.735198975E0,9.742727118E0
1.093949649E0,6.460621208E-2,3.517449200E-1,9.713663101E0,9.720244302E0
1.096310326E0,6.939185411E-2,3.397808075E-1,9.739984512E0,9.746156398E0
1.098670951E0,7.178468257E-2,3.421736360E-1,9.742377281E0,9.748648672E0
1.101031629E0,7.896314561E-2,3.421736360E-1,9.725627899E0,9.731965681E0
1.103392254E0,7.657032460E-2,3.421736360E-1,9.744770050E0,9.751076307E0
1.105752931E0,7.657032460E-2,3.278166950E-1,9.720842361E0,9.726669678E0
1.108113608E0,6.699903309E-2,3.278166950E-1,9.730413437E0,9.736164456E0
1.110474233E0,7.417750359E-2,3.421736360E-1,9.735198975E0,9.741492913E0
1.112834910E0,6.699903309E-2,3.493520916E-1,9.732806206E0,9.739304513E0
1.115195535E0,6.460621208E-2,3.661018610E-1,9.737591743E0,9.744685603E0
1.117556212E0,5.982056633E-2,3.469592929E-1,9.735198975E0,9.741563444E0
1.119916837E0,6.699903309E-2,3.326023519E-1,9.739984512E0,9.745892032E0
1.122277514E0,7.657032460E-2,3.517449200E-1,9.735198975E0,9.741852318E0
1.124638191E0,6.939185411E-2,3.254238665E-1,9.725627899E0,9.731318202E0
1.126998816E0,7.657032460E-2,3.493520916E-1,9.728020668E0,9.734592750E0
1.129359493E0,7.417750359E-2,3.613162339E-1,9.728020668E0,9.735010932E0
1.131720118E0,8.614161611E-2,3.254238665E-1,9.739984512E0,9.745800089E0
1.134080795E0,7.657032460E-2,3.326023519E-1,9.728020668E0,9.734006033E0
1.136441368E0,3.828516230E-2,3.613162339E-1,9.737591743E0,9.744368021E0
1.138802097E0,5.982056633E-2,3.469592929E-1,9.735198975E0,9.741563444E0
1.141162722E0,5.982056633E-2,3.517449200E-1,9.742377281E0,9.748908558E0
1.143523399E0,6.221338734E-2,3.445664644E-1,9.737591743E0,9.743884724E0
1.145884024E0,5.982056633E-2,3.517449200E-1,9.732806206E0,9.739343901E0
1.148244701E0,6.221338734E-2,3.254238665E-1,9.730413437E0,9.736052426E0
1.150605379E0,8.135596663E-2,3.565305769E-1,9.728020668E0,9.734891831E0
1.152966004E0,8.374879509E-2,3.445664644E-1,9.739984512E0,9.746437206E0
1.155326629E0,7.178468257E-2,3.445664644E-1,9.739984512E0,9.746341744E0
1.157687306E0,8.614161611E-2,3.565305769E-1,9.735198975E0,9.742106215E0
1.160047983E0,8.853443712E-2,3.349951804E-1,9.744770050E0,9.750928338E0
1.162408608E0,6.699903309E-2,3.517449200E-1,9.723235130E0,9.729826039E0
1.164769285E0,5.264209956E-2,3.397808075E-1,9.732806206E0,9.738877699E0
1.167129910E0,5.982056633E-2,3.541377485E-1,9.730413437E0,9.737039473E0
1.169490587E0,7.417750359E-2,3.541377485E-1,9.737591743E0,9.744311613E0
1.171851212E0,5.264209956E-2,3.397808075E-1,9.744770050E0,9.750834093E0
1.174211889E0,5.024927482E-2,3.445664644E-1,9.735198975E0,9.741424440E0
1.176572514E0,6.939185411E-2,3.469592929E-1,9.735198975E0,9.741626920E0
1.178933191E0,5.742774159E-2,3.397808075E-1,9.732806206E0,9.738904742E0
1.181293868E0,5.742774159E-2,3.278166950E-1,9.706484795E0,9.712188672E0
1.183654493E0,3.828516230E-2,3.469592929E-1,9.747162819E0,9.753411174E0
1.186015170E0,6.699903309E-2,3.373879790E-1,9.768698692E0,9.774752870E0
1.188375795E0,7.657032460E-2,3.445664644E-1,9.732806206E0,9.739204572E0
1.190736472E0,6.460621208E-2,3.349951804E-1,9.759127617E0,9.765089225E0
1.193097097E0,6.699903309E-2,3.613162339E-1,9.747162819E0,9.754087416E0
1.195457774E0,6.699903309E-2,3.326023519E-1,9.747162819E0,9.753065990E0
1.197818399E0,7.657032460E-2,3.541377485E-1,9.732806206E0,9.739547895E0
1.200179076E0,7.896314561E-2,3.756731451E-1,9.725627899E0,9.733201093E0
1.202539597E0,6.699903309E-2,3.445664644E-1,9.742377281E0,9.748698888E0
1.204900379E0,6.460621208E-2,3.397808075E-1,9.701699257E0,9.707862454E0
1.207261004E0,4.785645381E-2,3.134597540E-1,9.735198975E0,9.740361715E0
1.209621681E0,7.417750359E-2,3.397808075E-1,9.742377281E0,9.748582891E0
1.211982358E0,8.374879509E-2,3.421736360E-1,9.720842361E0,9.727223287E0
1.214342983E0,7.417750359E-2,3.373879790E-1,9.728020668E0,9.734152201E0
1.216703660E0,7.178468257E-2,3.302095234E-1,9.737591743E0,9.743453409E0
1.219064233E0,7.417750359E-2,3.517449200E-1,9.737591743E0,9.744224944E0
1.221424962E0,8.614161611E-2,3.469592929E-1,9.737591743E0,9.744151789E0
1.223785587E0,6.460621208E-2,3.373879790E-1,9.728020668E0,9.734083970E0
1.226146264E0,7.178468257E-2,3.565305769E-1,9.720842361E0,9.727643256E0
1.228506889E0,6.939185411E-2,3.326023519E-1,9.732806206E0,9.738734835E0
1.230867566E0,6.460621208E-2,3.326023519E-1,9.730413437E0,9.736310592E0
1.233228191E0,5.742774159E-2,3.278166950E-1,9.739984512E0,9.745668783E0
1.235588868E0,6.699903309E-2,3.445664644E-1,9.732806206E0,9.739134025E0
1.237949545E0,7.417750359E-2,3.230310678E-1,9.737591743E0,9.743230693E0
1.240310170E0,4.785645381E-2,3.230310678E-1,9.732806206E0,9.738283008E0
1.242670847E0,8.135596663E-2,3.421736360E-1,9.749555588E0,9.755897486E0
1.245031472E0,6.460621208E-2,3.541377485E-1,9.747162819E0,9.753808001E0
1.247392149E0,4.546362907E-2,3.445664644E-1,9.732806206E0,9.739009684E0
1.249752774E0,5.742774159E-2,3.278166950E-1,9.747162819E0,9.752842906E0
1.252113451E0,5.982056633E-2,3.254238665E-1,9.742377281E0,9.747994372E0
1.254474076E0,5.982056633E-2,3.517449200E-1,9.742377281E0,9.748908558E0
1.256834754E0,6.221338734E-2,3.373879790E-1,9.730413437E0,9.736459665E0
1.259195379E0,5.264209956E-2,3.613162339E-1,9.720842361E0,9.727697406E0
1.261556056E0,7.178468257E-2,3.684946895E-1,9.730413437E0,9.737653056E0
1.263916733E0,4.546362907E-2,3.565305769E-1,9.730413437E0,9.737049176E0
1.266277358E0,6.699903309E-2,3.349951804E-1,9.718449593E0,9.724452330E0
1.268638035E0,5.264209956E-2,3.493520916E-1,9.732806206E0,9.739216330E0
1.270998660E0,5.742774159E-2,3.349951804E-1,9.723235130E0,9.729173712E0
1.273359337E0,6.221338734E-2,3.517449200E-1,9.742377281E0,9.748923535E0
1.275719962E0,7.896314561E-2,3.589234054E-1,9.739984512E0,9.746915383E0
1.278080639E0,8.374879509E-2,3.541377485E-1,9.739984512E0,9.746780274E0
1.280441264E0,8.614161611E-2,3.349951804E-1,9.735198975E0,9.741341860E0
1.282801941E0,4.785645381E-2,3.349951804E-1,9.730413437E0,9.736295890E0
1.285162566E0,7.417750359E-2,3.349951804E-1,9.732806206E0,9.738852125E0
1.287523243E0,8.374879509E-2,3.445664644E-1,9.742377281E0,9.748828391E0
1.289883868E0,6.939185411E-2,3.517449200E-1,9.735198975E0,9.741798540E0
1.292244545E0,8.853443712E-2,3.469592929E-1,9.735198975E0,9.741782084E0
1.294605170E0,8.374879509E-2,3.421736360E-1,9.720842361E0,9.727223287E0
1.296965847E0,6.939185411E-2,3.326023519E-1,9.737591743E0,9.743517461E0
1.299326524E0,7.896314561E-2,3.326023519E-1,9.739984512E0,9.745981623E0
1.301687149E0,7.896314561E-2,3.397808075E-1,9.744770050E0,9.751011717E0
1.304047826E0,7.178468257E-2,3.517449200E-1,9.744770050E0,9.751380459E0
1.306408451E0,8.135596663E-2,3.397808075E-1,9.730413437E0,9.736684007E0
1.308769076E0,7.657032460E-2,3.326023519E-1,9.742377281E0,9.748353832E0
1.311129754E0,5.982056633E-2,3.373879790E-1,9.756733894E0,9.762748867E0
1.313490431E0,7.417750359E-2,3.349951804E-1,9.739984512E0,9.746025978E0
1.315851056E0,6.460621208E-2,3.373879790E-1,9.732806206E0,9.738866528E0
1.318211733E0,7.178468257E-2,3.565305769E-1,9.730413437E0,9.737207646E0
1.320572358E0,6.221338734E-2,3.397808075E-1,9.739984512E0,9.746107931E0
1.322933035E0,3.828516230E-2,3.349951804E-1,9.742377281E0,9.748210226E0
1.325293712E0,5.982056633E-2,3.373879790E-1,9.732806206E0,9.738835956E0
1.327654337E0,6.460621208E-2,3.613162339E-1,9.699306488E0,9.706249004E0
1.330014962E0,7.417750359E-2,3.302095234E-1,9.749555588E0,9.755427966E0
1.332375639E0,5.982056633E-2,3.349951804E-1,9.735198975E0,9.741144663E0
1.334736316E0,7.178468257E-2,3.541377485E-1,9.742377281E0,9.749075940E0
1.337096941E0,6.460621208E-2,3.349951804E-1,9.732806206E0,9.738783927E0
1.339457618E0,5.982056633E-2,3.445664644E-1,9.728020668E0,9.734304837E0
1.341818243E0,7.657032460E-2,3.373879790E-1,9.720842361E0,9.726996961E0
1.344178920E0,7.178468257E-2,3.421736360E-1,9.718449593E0,9.724736414E0
1.346539597E0,8.135596663E-2,3.421736360E-1,9.735198975E0,9.741550219E0
1.348900222E0,6.221338734E-2,3.469592929E-1,9.739984512E0,9.746360837E0
1.351260847E0,8.614161611E-2,3.278166950E-1,9.737591743E0,9.743488961E0
1.353621524E0,6.460621208E-2,3.373879790E-1,9.732806206E0,9.738866528E0
1.355982201E0,5.264209956E-2,3.541377485E-1,9.744770050E0,9.751344936E0
1.358342826E0,8.374879509E-2,3.565305769E-1,9.759127617E0,9.765997120E0
1.360703504E0,5.982056633E-2,3.445664644E-1,9.747162819E0,9.753434655E0
1.363064129E0,6.699903309E-2,3.517449200E-1,9.720842361E0,9.727434892E0
1.365424806E0,5.503492057E-2,3.493520916E-1,9.716055870E0,9.722490288E0
1.367785431E0,5.503492057E-2,3.493520916E-1,9.761520386E0,9.767924855E0
1.370146108E0,4.785645381E-2,3.349951804E-1,9.744770050E0,9.750643842E0
1.372506733E0,5.264209956E-2,3.326023519E-1,9.742377281E0,9.748195249E0
1.374867410E0,5.264209956E-2,3.349951804E-1,9.730413437E0,9.736320589E0
1.377228035E0,7.657032460E-2,3.445664644E-1,9.708877563E0,9.715291689E0
1.379588712E0,8.374879509E-2,3.397808075E-1,9.737591743E0,9.743877966E0
1.381949337E0,6.699903309E-2,3.254238665E-1,9.720842361E0,9.726518688E0
1.384310014E0,5.742774159E-2,3.493520916E-1,9.728020668E0,9.734460999E0
1.386670691E0,9.092725813E-2,3.349951804E-1,9.742377281E0,9.748559105E0
1.389031316E0,6.221338734E-2,3.134597540E-1,9.737591743E0,9.742834315E0
1.391391993E0,7.657032460E-2,3.230310678E-1,9.739984512E0,9.745640584E0
1.393752618E0,6.460621208E-2,3.493520916E-1,9.751948357E0,9.758417781E0
1.396113295E0,6.939185411E-2,3.062812984E-1,9.739984512E0,9.745046011E0
1.398473920E0,6.699903309E-2,3.469592929E-1,9.739984512E0,9.746392559E0
1.400834597E0,5.982056633E-2,3.326023519E-1,9.744770050E0,9.750627988E0
1.403195222E0,7.178468257E-2,3.517449200E-1,9.744770050E0,9.751380459E0
1.405555899E0,6.939185411E-2,3.421736360E-1,9.759127617E0,9.765370954E0
1.407916576E0,9.571290761E-2,3.565305769E-1,9.754341125E0,9.761323978E0
1.410277201E0,7.657032460E-2,3.349951804E-1,9.737591743E0,9.743653203E0
1.412637826E0,6.699903309E-2,3.230310678E-1,9.739984512E0,9.745570083E0
1.414998504E0,7.178468257E-2,3.397808075E-1,9.728020668E0,9.734217491E0
1.417359181E0,7.417750359E-2,3.397808075E-1,9.718449593E0,9.724670472E0
1.419719806E0,5.982056633E-2,3.182454109E-1,9.737591743E0,9.742974474E0
1.422080483E0,5.264209956E-2,3.421736360E-1,9.737591743E0,9.743743990E0
1.424441108E0,5.982056633E-2,3.302095234E-1,9.718449593E0,9.724241837E0
1.426801785E0,7.178468257E-2,3.445664644E-1,9.723235130E0,9.729603306E0
1.429162410E0,7.417750359E-2,3.397808075E-1,9.739984512E0,9.746191646E0
1.431523087E0,8.374879509E-2,3.397808075E-1,9.747162819E0,9.753442873E0
1.433883712E0,7.417750359E-2,3.517449200E-1,9.732806206E0,9.739442665E0
1.436244389E0,7.178468257E-2,3.421736360E-1,9.742377281E0,9.748648672E0
1.438605066E0,5.742774159E-2,3.349951804E-1,9.739984512E0,9.745912888E0
1.440965691E0,7.657032460E-2,3.062812984E-1,9.744770050E0,9.749882798E0
1.443326368E0,7.896314561E-2,3.397808075E-1,9.732806206E0,9.739055540E0
1.445686993E0,8.135596663E-2,3.302095234E-1,9.716055870E0,9.722005904E0
1.448047670E0,5.024927482E-2,3.158525825E-1,9.744770050E0,9.750016983E0
1.450408295E0,6.221338734E-2,3.373879790E-1,9.751948357E0,9.757981241E0
1.452768972E0,7.657032460E-2,3.373879790E-1,9.732806206E0,9.738953245E0
1.455129597E0,5.742774159E-2,3.326023519E-1,9.732806206E0,9.738656936E0
1.457490274E0,5.982056633E-2,3.469592929E-1,9.728020668E0,9.734389830E0
1.459850899E0,6.699903309E-2,3.349951804E-1,9.735198975E0,9.741191391E0
1.462211576E0,5.982056633E-2,3.661018610E-1,9.728020668E0,9.735090918E0
1.464572201E0,8.374879509E-2,3.421736360E-1,9.747162819E0,9.753526525E0
1.466932879E0,7.178468257E-2,3.302095234E-1,9.725627899E0,9.731496771E0
1.469293504E0,6.460621208E-2,3.326023519E-1,9.723235130E0,9.729136636E0
1.471654129E0,7.657032460E-2,3.349951804E-1,9.749555588E0,9.755609614E0
1.474014858E0,8.135596663E-2,3.637090325E-1,9.768698692E0,9.775805706E0
